[url][key][hash],source,Translation
[Bellwright/Content/Mist/Data/Quests/MainQuest/RaidMap/MeetingTheHalmayans/MeetingTheHalmayansQuest_Talk.uasset][2862772C4A3C946A6D10CEB34826DF9D][1483521495],"Oh? Then why are you still standing here, wasting my time? We don’t need more gawkers. Either you’re in, or you walk. Just don’t come crawling back when things get ugly.",
[Bellwright/Content/Mist/Data/Quests/MainQuest/RaidMap/MeetingTheHalmayans/MeetingTheHalmayansQuest_Talk.uasset][2B93FF2F4DBC2E3A6E98378719BDA5B2][410585317],"Her name’s Lyra. She’s the reason we’re still standing. Without her, the Cassians would’ve crushed us long ago.",
[Bellwright/Content/Mist/Data/Quests/MainQuest/RaidMap/MeetingTheHalmayans/MeetingTheHalmayansQuest_Talk.uasset][32B40E994C4F95FCF7F959B652C20522][3905767090],What’s the deal with you Halmayans?,
[Bellwright/Content/Mist/Data/Quests/MainQuest/RaidMap/MeetingTheHalmayans/MeetingTheHalmayansQuest_Talk.uasset][36221E584E0988EDEC0D8BB9F382F47A][400664490],Got any work for me?,
[Bellwright/Content/Mist/Data/Quests/MainQuest/RaidMap/MeetingTheHalmayans/MeetingTheHalmayansQuest_Talk.uasset][445644E442E277C9A94B8388C330BC99][1524254359],"Come around later, and I might have something for you to do. And don’t think this will be easy. You need to earn your spot.",
[Bellwright/Content/Mist/Data/Quests/MainQuest/RaidMap/MeetingTheHalmayans/MeetingTheHalmayansQuest_Talk.uasset][4545A8C143CA707D04E054B089CAA793][4271847740],What’s it to you?,
[Bellwright/Content/Mist/Data/Quests/MainQuest/RaidMap/MeetingTheHalmayans/MeetingTheHalmayansQuest_Talk.uasset][4DEEEDC943FB667DBAC4D4829A293852][2789359853],Fine. I’ll come back another time.,
[Bellwright/Content/Mist/Data/Quests/MainQuest/RaidMap/MeetingTheHalmayans/MeetingTheHalmayansQuest_Talk.uasset][533056894996B06D920868920A1A98FE][614258820],Hal-ma-yan. Say it right and show some respect. Our people are what built this island.,
[Bellwright/Content/Mist/Data/Quests/MainQuest/RaidMap/MeetingTheHalmayans/MeetingTheHalmayansQuest_Talk.uasset][56256DB447448A966A31FCA50920426A][3803592023],Fine. I won’t ask more questions. Got any work at least?,
[Bellwright/Content/Mist/Data/Quests/MainQuest/RaidMap/MeetingTheHalmayans/MeetingTheHalmayansQuest_Talk.uasset][5667716E4BBB287BDA512CA81E7C3AC7][2237217290],I have other things to do first.,
[Bellwright/Content/Mist/Data/Quests/MainQuest/RaidMap/MeetingTheHalmayans/MeetingTheHalmayansQuest_Talk.uasset][5727435F4EC13504B924EAA935126FB1][3335794497],I’ll be on my way.,
[Bellwright/Content/Mist/Data/Quests/MainQuest/RaidMap/MeetingTheHalmayans/MeetingTheHalmayansQuest_Talk.uasset][5A485C704CE7F0C094F73DA8FF18D00E][4051531429],Oh! Right! You’re that bell ringer person. Now I remember.,
[Bellwright/Content/Mist/Data/Quests/MainQuest/RaidMap/MeetingTheHalmayans/MeetingTheHalmayansQuest_Talk.uasset][5B1C8DD047EE26E7E1C5BD822EF03004][3141985816],"You need to smarten up, kid, walking around here with that attitude will get you into trouble or attract the wrong people. Be careful, this isn’t your little home sweet home.",
[Bellwright/Content/Mist/Data/Quests/MainQuest/RaidMap/MeetingTheHalmayans/MeetingTheHalmayansQuest_Talk.uasset][5D5ECD6E4B2B2A9C222152B7EC1F5488][3411205173],They told me you were the person to speak to if I wanted work.,
[Bellwright/Content/Mist/Data/Quests/MainQuest/RaidMap/MeetingTheHalmayans/MeetingTheHalmayansQuest_Talk.uasset][671982B744117AD98754EFBB390CCD91][3798467975],Who’s this Voss guy? I don’t know where you got the idea that I wanted to help.,
[Bellwright/Content/Mist/Data/Quests/MainQuest/RaidMap/MeetingTheHalmayans/MeetingTheHalmayansQuest_Talk.uasset][6CC2AF224471E8CD19C2DEB86D33D63F][1414981706],You’re sticking your nose in business it doesn’t belong in. You’d be smart to keep to yourself.,
[Bellwright/Content/Mist/Data/Quests/MainQuest/RaidMap/MeetingTheHalmayans/MeetingTheHalmayansQuest_Talk.uasset][72F814464FABB2B3CE19F2AF0CB15E26][1568286094],"He’s our second in command. He’s the right-hand man to Lyra, our leader. He’s the best person to tell you everything about our operations and how you can help us. Go talk to him. He shouldn’t be too far.",
[Bellwright/Content/Mist/Data/Quests/MainQuest/RaidMap/MeetingTheHalmayans/MeetingTheHalmayansQuest_Talk.uasset][760D26B04801304EE64D408D9C833DC2][3875345210],I’d like to ask other questions.,
[Bellwright/Content/Mist/Data/Quests/MainQuest/RaidMap/MeetingTheHalmayans/MeetingTheHalmayansQuest_Talk.uasset][7EB4CD1B49FB44A4E50232A77104F096][1525337273],"Can’t just take in every stranger who walks in asking for work, next thing you know, we’d have infiltrated Cassians to our necks.",
[Bellwright/Content/Mist/Data/Quests/MainQuest/RaidMap/MeetingTheHalmayans/MeetingTheHalmayansQuest_Talk.uasset][846C8A8441CD9AEDB54EBFAFFBBE1BF5][2208185358],We’re simply protecting what’s rightfully ours. You also wouldn’t sit idly if someone ransacked your home and threw everything you worked hard for ablaze.,
[Bellwright/Content/Mist/Data/Quests/MainQuest/RaidMap/MeetingTheHalmayans/MeetingTheHalmayansQuest_Talk.uasset][8B95B5B145F6E57BD646A3B7664E4AC2][1755492742],You lost?,
[Bellwright/Content/Mist/Data/Quests/MainQuest/RaidMap/MeetingTheHalmayans/MeetingTheHalmayansQuest_Talk.uasset][938DD3B34ED41E98B4351DAE6A77A449][3786120014],Greetings.,
[Bellwright/Content/Mist/Data/Quests/MainQuest/RaidMap/MeetingTheHalmayans/MeetingTheHalmayansQuest_Talk.uasset][9A866DB544FE97EDCB14E28AF067BD51][1165605182],Then it would be best if I talked to her.,
[Bellwright/Content/Mist/Data/Quests/MainQuest/RaidMap/MeetingTheHalmayans/MeetingTheHalmayansQuest_Talk.uasset][A0882AFB46A114C006B5B0BFEBFF75B6][33007260],"Not right now. If something comes up, I’ll let you know. But if you want to help our cause, you'd better speak with Darek Voss.",
[Bellwright/Content/Mist/Data/Quests/MainQuest/RaidMap/MeetingTheHalmayans/MeetingTheHalmayansQuest_Talk.uasset][AC6315424C0A00250B183180BDA4FED7][4292203412],"But if what you say about yourself is true, you might prove to be useful. Right now, I have nothing for you.",
[Bellwright/Content/Mist/Data/Quests/MainQuest/RaidMap/MeetingTheHalmayans/MeetingTheHalmayansQuest_Talk.uasset][AD0FFD1D4FC7B2C43F8EB091FDE552B5][435957093],Bell. Wright.,
[Bellwright/Content/Mist/Data/Quests/MainQuest/RaidMap/MeetingTheHalmayans/MeetingTheHalmayansQuest_Talk.uasset][B43056C444A150A6BD0E9C94F9289A91][1366685597],So why not just kick them back out?,
[Bellwright/Content/Mist/Data/Quests/MainQuest/RaidMap/MeetingTheHalmayans/MeetingTheHalmayansQuest_Talk.uasset][B66516E54BFD5EFAE18213978FF971C5][3127053701],I have other questions.,
[Bellwright/Content/Mist/Data/Quests/MainQuest/RaidMap/MeetingTheHalmayans/MeetingTheHalmayansQuest_Talk.uasset][BD1BDC164CD2883108D2F6A0758D67C6][3975430231],I’ll be back.,
[Bellwright/Content/Mist/Data/Quests/MainQuest/RaidMap/MeetingTheHalmayans/MeetingTheHalmayansQuest_Talk.uasset][BE09532B460A0BA4A621F7B71ADE6B80][400664490],Got any work for me?,
[Bellwright/Content/Mist/Data/Quests/MainQuest/RaidMap/MeetingTheHalmayans/MeetingTheHalmayansQuest_Talk.uasset][BF2CA2AB44DD07B915EAA6BABCDFDCE0][2500207400],I come from Karvenia. I led the liberation of the villages.,
[Bellwright/Content/Mist/Data/Quests/MainQuest/RaidMap/MeetingTheHalmayans/MeetingTheHalmayansQuest_Talk.uasset][C6269EB34BD59EEC699DC3818809B2FB][924305936],"Alright, I get it. But I still have other questions.",
[Bellwright/Content/Mist/Data/Quests/MainQuest/RaidMap/MeetingTheHalmayans/MeetingTheHalmayansQuest_Talk.uasset][CA818C894855EBB7AD8B609FA96F6794][3691410610],Dario said you’d show. The belltoll kid.,
[Bellwright/Content/Mist/Data/Quests/MainQuest/RaidMap/MeetingTheHalmayans/MeetingTheHalmayansQuest_Talk.uasset][CC5FE92945872743EA5FCA859B9AA415][3127053701],I have other questions.,
[Bellwright/Content/Mist/Data/Quests/MainQuest/RaidMap/MeetingTheHalmayans/MeetingTheHalmayansQuest_Talk.uasset][D2F46CBD49612A9D79D11094A01E4CB1][1273880376],"Look, I’m not really interested in that whole ‘I’m a hero from a faraway land’. We here don’t get by on heroes and titles, we get by with real people who make a difference.",
[Bellwright/Content/Mist/Data/Quests/MainQuest/RaidMap/MeetingTheHalmayans/MeetingTheHalmayansQuest_Talk.uasset][D4A106FA428B1EA6A640A5AFC7ADF321][2267866324],"Not a chance. Lyra’s got far more important things to deal with than some outsider sniffing around. If you think you can just stroll in and waste her time, you’ve got another thing coming.",
[Bellwright/Content/Mist/Data/Quests/MainQuest/RaidMap/MeetingTheHalmayans/MeetingTheHalmayansQuest_Talk.uasset][E025D5124A097E45F12ABABB1B75E009][3394833700],"Alright, got any work for me?",
[Bellwright/Content/Mist/Data/Quests/MainQuest/RaidMap/MeetingTheHalmayans/MeetingTheHalmayansQuest_Talk.uasset][E75A95414A89CD7F1E4ECC99A193FE7F][1381480100],You should also introduce yourself to our leader - Lyra. She's the strongest Halmayan I've ever known.,
[Bellwright/Content/Mist/Data/Quests/MainQuest/RaidMap/MeetingTheHalmayans/MeetingTheHalmayansQuest_Talk.uasset][E7AA0B3C481BB4C06862CAB3D2FC552D][1079556383],"If you’re the second in command, who’s in charge of all this?",
[Bellwright/Content/Mist/Data/Quests/MainQuest/RaidMap/MeetingTheHalmayans/MeetingTheHalmayansQuest_Talk.uasset][E97EEE8C48028DD1F558C9AFA5BC46C6][3336162780],Was this always your line of work?,
[Bellwright/Content/Mist/Data/Quests/MainQuest/RaidMap/MeetingTheHalmayans/MeetingTheHalmayansQuest_Talk.uasset][F2412EA34AA0425A748021B11BBCA45E][4124609758],"You’re the Halmatian, right?",
[Bellwright/Content/Mist/Data/Quests/MainQuest/RaidMap/MeetingTheHalmayans/MeetingTheHalmayansQuest_Talk.uasset][F2524B2947459E331907F69950B03422][1641552583],I’ll go talk to him.,
[Bellwright/Content/Mist/Data/Quests/MainQuest/RaidMap/MeetingTheHalmayans/MeetingTheHalmayansQuest_Talk.uasset][FCC16113417CD5C3F3B3309E7A5C528D][3381674778],No. They are called the Bellwright. I helped with the rebellion against Lord Ashbourne.,
[Bellwright/Content/Mist/Data/Quests/MainQuest/RaidMap/NotAllWhoWait/NotAllWhoWaitQuest_Talk.uasset][0032AF2B44943C781E7C6E8BCE1042F6][2067888757],The Cassians are the ones I’ll stand with. They’ll see this through.,
[Bellwright/Content/Mist/Data/Quests/MainQuest/RaidMap/NotAllWhoWait/NotAllWhoWaitQuest_Talk.uasset][01577DC9471CFCA0D53E28B2C4D5AC0B][1728310936],I’ll speak with him first. Try not to start a fight.,
[Bellwright/Content/Mist/Data/Quests/MainQuest/RaidMap/NotAllWhoWait/NotAllWhoWaitQuest_Talk.uasset][0526D1DF445C8E922E4805A457FF321F][1012880198],"Their pride will bleed from this, and our position grows stronger by the hour. You’ve earned more than my thanks… you’ve earned a place among those I trust to shape what comes next.",
[Bellwright/Content/Mist/Data/Quests/MainQuest/RaidMap/NotAllWhoWait/NotAllWhoWaitQuest_Talk.uasset][0BD682224ACD63F91F1528BAA92D5CC5][2348889042],You couldn’t have picked a better moment. Everything is ready for our mission to free the Mayor.,
[Bellwright/Content/Mist/Data/Quests/MainQuest/RaidMap/NotAllWhoWait/NotAllWhoWaitQuest_Talk.uasset][111C5F9440F8D5F9749C2B8B9034916D][3236616898],Sure.,
[Bellwright/Content/Mist/Data/Quests/MainQuest/RaidMap/NotAllWhoWait/NotAllWhoWaitQuest_Talk.uasset][12B2C3EB4F0802FC186657AE8B45A561][261254813],How dangerous will this mission be?,
[Bellwright/Content/Mist/Data/Quests/MainQuest/RaidMap/NotAllWhoWait/NotAllWhoWaitQuest_Talk.uasset][14DEC39944A6D526B0CBAB91EF56D4A2][110968462],"The sooner we move, the sooner this farce is over.",
[Bellwright/Content/Mist/Data/Quests/MainQuest/RaidMap/NotAllWhoWait/NotAllWhoWaitQuest_Talk.uasset][15D2833E4EDEB63B6BA2AF9A6EC33CE0][1503146025],"Because Cassandra ordered it, and she sees the bigger picture. You think we enjoy your company?",
[Bellwright/Content/Mist/Data/Quests/MainQuest/RaidMap/NotAllWhoWait/NotAllWhoWaitQuest_Talk.uasset][1820DE9841C972995D0D16959CC64852][1290770043],Keep the mayor safe.,
[Bellwright/Content/Mist/Data/Quests/MainQuest/RaidMap/NotAllWhoWait/NotAllWhoWaitQuest_Talk.uasset][19B1C68C417C017B42D3F8905E658802][1904301525],"With the people behind us, we’ll drive our blades into Kug’s rule and tear it down piece by piece. That is the path forward.",
[Bellwright/Content/Mist/Data/Quests/MainQuest/RaidMap/NotAllWhoWait/NotAllWhoWaitQuest_Talk.uasset][1D98043141D1B02A6A9E36AC29A9ED80][2354018031],"When the Mayor is free, we strike harder at Kug. His hold on Cragkeep weakens the moment Montverde walks free.",
[Bellwright/Content/Mist/Data/Quests/MainQuest/RaidMap/NotAllWhoWait/NotAllWhoWaitQuest_Talk.uasset][1F8DDF954F70A64408F2789FBA4993B4][1381694371],You’ll meet Darek and the Cassian agent they’ve sent. They know the way into Cragkeep.,
[Bellwright/Content/Mist/Data/Quests/MainQuest/RaidMap/NotAllWhoWait/NotAllWhoWaitQuest_Talk.uasset][26225E5447A717F37248D6BCF411B18E][3002400964],Then I’ll report to her.,
[Bellwright/Content/Mist/Data/Quests/MainQuest/RaidMap/NotAllWhoWait/NotAllWhoWaitQuest_Talk.uasset][293403C44C8581B5C59CEDBC6A515FD4][44542868],"Careful with the attitude, I’ll deal with the Cassian next.",
[Bellwright/Content/Mist/Data/Quests/MainQuest/RaidMap/NotAllWhoWait/NotAllWhoWaitQuest_Talk.uasset][2B82230D47D3A161613BE68D7E85E39F][4186231778],"What you also found in the archives was a threat to Kug, so he dealt with the mayor accordingly.",
[Bellwright/Content/Mist/Data/Quests/MainQuest/RaidMap/NotAllWhoWait/NotAllWhoWaitQuest_Talk.uasset][2BE5036D4A09E4A2EB09E4ACD8EAC668][3271686885],Why does Lyra keep you here with him?,
[Bellwright/Content/Mist/Data/Quests/MainQuest/RaidMap/NotAllWhoWait/NotAllWhoWaitQuest_Talk.uasset][2C2FDE7F45C9526B94FE038AEEBD915E][3345363326],What do you think of this Cassian alliance?,
[Bellwright/Content/Mist/Data/Quests/MainQuest/RaidMap/NotAllWhoWait/NotAllWhoWaitQuest_Talk.uasset][2EB01AB1448E84465B02CD951597EB4C][1210221485],Watch your tongue. You’re not the one in charge here.,
[Bellwright/Content/Mist/Data/Quests/MainQuest/RaidMap/NotAllWhoWait/NotAllWhoWaitQuest_Talk.uasset][2F28A9F647B4D2AEAAD9E5BC160F62E7][1789488377],"There you are. Thought you’d never show. I’ve been forced to listen to this Cassian’s whining, and it’s testing my patience.",
[Bellwright/Content/Mist/Data/Quests/MainQuest/RaidMap/NotAllWhoWait/NotAllWhoWaitQuest_Talk.uasset][2F73864345FCDE333273779BAC75E5DF][2243872449],"His capture is an insult to us all, and an opportunity for the bold. The Cassians have… agreed to work alongside us, for now.",
[Bellwright/Content/Mist/Data/Quests/MainQuest/RaidMap/NotAllWhoWait/NotAllWhoWaitQuest_Talk.uasset][3546B1514C1D4853B70F0C88489E0F5E][348975787],"Well… well, isn’t this a surprise? I thought the Halmayans had your loyalty wrapped up tight. And yet here you are, standing before me.",
[Bellwright/Content/Mist/Data/Quests/MainQuest/RaidMap/NotAllWhoWait/NotAllWhoWaitQuest_Talk.uasset][35525A504F9A4D1B36FB5ABEE1D48A19][2949617761],The Mayor is on his way. Darek won’t trouble you anymore. The Halmayans are weaker for it.,
[Bellwright/Content/Mist/Data/Quests/MainQuest/RaidMap/NotAllWhoWait/NotAllWhoWaitQuest_Talk.uasset][38A2528540FBB70483C7FA97042E6D8F][4280387023],"Hardly. But until Montverde is free, we tolerate each other. After that… Well, alliances are fragile things.",
[Bellwright/Content/Mist/Data/Quests/MainQuest/RaidMap/NotAllWhoWait/NotAllWhoWaitQuest_Talk.uasset][3966361249715177A389D3997211C1AD][1796453826],"Good. Very good. The Mayor’s safety is paramount, but you’ve done more than that, you’ve cut at the heart of the Cassians’ influence.",
[Bellwright/Content/Mist/Data/Quests/MainQuest/RaidMap/NotAllWhoWait/NotAllWhoWaitQuest_Talk.uasset][39D8F9364BE3F9B193E011B85EFFFD64][2753348748],"Before we begin, I have a few questions.",
[Bellwright/Content/Mist/Data/Quests/MainQuest/RaidMap/NotAllWhoWait/NotAllWhoWaitQuest_Talk.uasset][3D150BAD4DD3501C64C6EB964FFA1DCE][175560250],"I ask nothing. But I know the Halmayans believe you will stand with them, and the Cassians are certain they’ve won you over.",
[Bellwright/Content/Mist/Data/Quests/MainQuest/RaidMap/NotAllWhoWait/NotAllWhoWaitQuest_Talk.uasset][3F5522E34C6E663390091F8C256ECBDB][3406242884],Do you trust the Cassians not to betray us?,
[Bellwright/Content/Mist/Data/Quests/MainQuest/RaidMap/NotAllWhoWait/NotAllWhoWaitQuest_Talk.uasset][4108D4FD4BAAB963B5D8189A7F8F356B][1340858441],So what now? Do you choose who to stand with?,
[Bellwright/Content/Mist/Data/Quests/MainQuest/RaidMap/NotAllWhoWait/NotAllWhoWaitQuest_Talk.uasset][415D821F445CD0FE13B7CDB3A0671A66][1191715071],We’ll see each other back at the camp.,
[Bellwright/Content/Mist/Data/Quests/MainQuest/RaidMap/NotAllWhoWait/NotAllWhoWaitQuest_Talk.uasset][41A00036490800662E334B8B69633CA8][570198491],"So it is done. You’ve made your choice. The Halmayans will not bend quietly, they will see your loyalty as a threat.",
[Bellwright/Content/Mist/Data/Quests/MainQuest/RaidMap/NotAllWhoWait/NotAllWhoWaitQuest_Talk.uasset][45771F1E460783FB1FA4EAA7BC4371E9][2762128373],"But know this: the moment we step back into Cragkeep, everything changes. Every ally, every threat… it all hinges on what you’ve done here.",
[Bellwright/Content/Mist/Data/Quests/MainQuest/RaidMap/NotAllWhoWait/NotAllWhoWaitQuest_Talk.uasset][470A9BE9460D3836A61D79ABFCB37012][262121227],"Very well. Speak quickly, we don’t have the luxury of wasted time.",
[Bellwright/Content/Mist/Data/Quests/MainQuest/RaidMap/NotAllWhoWait/NotAllWhoWaitQuest_Talk.uasset][4A35C23547C72C30325945BFA8752FBA][3511183262],"Fine. But keep it short, I’ve no patience for speeches.",
[Bellwright/Content/Mist/Data/Quests/MainQuest/RaidMap/NotAllWhoWait/NotAllWhoWaitQuest_Talk.uasset][542F23B2418EC2543E273998CEB7557A][1681338119],"The Mayor is safe, Lyra. I took care of Eryk, our side is stronger, only one more threat stands in our way.",
[Bellwright/Content/Mist/Data/Quests/MainQuest/RaidMap/NotAllWhoWait/NotAllWhoWaitQuest_Talk.uasset][545FB6114A85122BCB13F8B06401C1B6][780995053],"Before I go, I need to know more.",
[Bellwright/Content/Mist/Data/Quests/MainQuest/RaidMap/NotAllWhoWait/NotAllWhoWaitQuest_Talk.uasset][55C2EB71411E6AE52DF9DCA8BF2A3BC9][1343947181],"If you falter, you die. Simple as that.",
[Bellwright/Content/Mist/Data/Quests/MainQuest/RaidMap/NotAllWhoWait/NotAllWhoWaitQuest_Talk.uasset][5833B9CB40B5A237488AB3A0317C34B4][3814940201],Freedom tastes strange after so long in chains. But freedom is never without its price.,
[Bellwright/Content/Mist/Data/Quests/MainQuest/RaidMap/NotAllWhoWait/NotAllWhoWaitQuest_Talk.uasset][590A1F7B46FB99E251093ABB5257EEA4][4080414817],So what side do you choose?,
